date,plant,production_line,shift,vehicle_model,planned_production,actual_production,scrap_units,rework_units,downtime_minutes
2024-08-31,Plant-A,Line-1,Shift-C,SUV-B,997,890,9,33,31
2024-12-17,Plant-A,Line-3,Shift-A,Utility-A,609,841,0,16,15
2024-10-30,Plant-B,Line-2,Shift-A,SUV-A,592,449,17,4,89
2024-10-24,Plant-A,Line-2,Shift-B,Utility-A,1149,669,45,29,69
2024-10-09,Plant-C,Line-1,Shift-A,SUV-A,931,919,18,14,64
2024-03-14,Plant-D,Line-2,Shift-C,Offroad-A,581,1072,49,38,12
2024-04-19,Plant-D,Line-1,Shift-A,Offroad-A,959,999,31,7,101
2024-06-28,Plant-D,Line-3,Shift-B,SUV-B,627,872,30,37,5
2024-02-01,Plant-C,Line-2,Shift-C,Utility-A,965,1194,32,27,101
2024-08-21,Plant-C,Line-3,Shift-C,Utility-A,1013,538,21,20,11
2024-10-08,Plant-C,Line-3,Shift-C,SUV-A,488,799,0,9,8
2024-01-25,Plant-D,Line-2,Shift-C,Offroad-A,543,443,40,27,83
2024-11-26,Plant-A,Line-3,Shift-B,SUV-B,1059,530,45,20,58
2024-10-05,Plant-C,Line-1,Shift-B,Offroad-A,1141,670,34,27,102
2024-08-13,Plant-B,Line-1,Shift-B,Utility-A,649,632,43,21,90
2024-02-26,Plant-C,Line-1,Shift-B,SUV-B,624,740,48,37,66
2024-06-28,Plant-B,Line-2,Shift-A,Offroad-A,1072,670,16,18,23
2024-08-19,Plant-D,Line-3,Shift-B,Offroad-A,567,919,33,37,14
2024-12-08,Plant-B,Line-3,Shift-A,SUV-A,509,374,28,23,97
2024-10-13,Plant-C,Line-3,Shift-C,SUV-A,1172,1165,5,27,62
2024-03-04,Plant-C,Line-3,Shift-A,Utility-A,572,609,0,12,49
2024-08-19,Plant-A,Line-1,Shift-A,Offroad-A,910,846,26,8,95
2024-10-15,Plant-D,Line-2,Shift-A,SUV-A,696,562,11,8,20
2024-07-31,Plant-B,Line-1,Shift-B,Offroad-A,642,464,3,20,0
2024-09-14,Plant-D,Line-1,Shift-B,SUV-B,608,801,15,23,96
2024-01-18,Plant-C,Line-2,Shift-C,Offroad-A,642,1049,10,30,10
2024-06-23,Plant-A,Line-2,Shift-B,Offroad-A,653,1121,19,28,66
2024-08-16,Plant-C,Line-1,Shift-A,Utility-A,481,997,25,39,21
2024-08-13,Plant-C,Line-3,Shift-B,SUV-B,833,839,27,9,73
2024-03-24,Plant-C,Line-2,Shift-B,SUV-B,874,951,41,3,107
2024-10-17,Plant-B,Line-2,Shift-A,SUV-A,942,1082,7,2,101
2024-09-02,Plant-C,Line-1,Shift-C,SUV-B,403,877,1,12,87
2024-04-19,Plant-D,Line-3,Shift-B,Utility-A,593,1008,39,20,6
2024-09-10,Plant-D,Line-2,Shift-C,SUV-A,455,734,25,7,112
2024-03-28,Plant-A,Line-1,Shift-A,Offroad-A,660,962,26,8,48
2024-03-12,Plant-D,Line-2,Shift-B,SUV-B,992,767,32,0,99
2024-01-30,Plant-C,Line-3,Shift-C,Offroad-A,965,568,6,13,0
2024-06-20,Plant-C,Line-1,Shift-C,SUV-A,779,906,45,11,64
2024-11-04,Plant-D,Line-1,Shift-A,SUV-B,886,412,35,35,62
2024-12-08,Plant-A,Line-3,Shift-B,SUV-A,495,699,20,21,63
2024-06-25,Plant-A,Line-1,Shift-C,SUV-A,735,739,48,35,25
2024-05-18,Plant-D,Line-3,Shift-C,SUV-B,1168,1153,33,15,16
2024-07-12,Plant-B,Line-1,Shift-C,SUV-B,1115,726,22,10,10
2024-07-04,Plant-B,Line-3,Shift-C,SUV-A,1122,415,33,2,66
2024-08-05,Plant-B,Line-2,Shift-C,Utility-A,728,468,39,33,9
2024-06-12,Plant-B,Line-2,Shift-C,SUV-B,895,1095,6,24,65
2024-06-09,Plant-D,Line-2,Shift-C,SUV-A,1037,357,25,25,31
2024-01-13,Plant-A,Line-1,Shift-C,Offroad-A,918,1056,39,2,15
2024-10-22,Plant-C,Line-3,Shift-C,Offroad-A,524,1088,48,19,111
2024-03-29,Plant-C,Line-3,Shift-C,SUV-B,1182,376,16,30,25
2024-11-19,Plant-D,Line-2,Shift-B,SUV-B,1019,639,30,0,103
2024-02-11,Plant-C,Line-2,Shift-A,Offroad-A,659,377,38,25,102
2024-07-28,Plant-B,Line-2,Shift-A,SUV-A,981,508,24,24,73
2024-08-16,Plant-A,Line-3,Shift-A,SUV-A,949,494,36,10,55
2024-12-15,Plant-D,Line-2,Shift-C,SUV-A,1086,816,14,15,99
2024-10-01,Plant-A,Line-1,Shift-A,Utility-A,1099,1095,1,19,93
2024-10-05,Plant-D,Line-2,Shift-C,SUV-B,1138,457,10,37,8
2024-09-07,Plant-D,Line-2,Shift-B,Utility-A,1169,788,31,1,4
2024-11-05,Plant-D,Line-3,Shift-A,Utility-A,1108,552,29,28,6
2024-07-26,Plant-D,Line-1,Shift-B,Utility-A,407,1126,16,6,99
2024-11-16,Plant-A,Line-3,Shift-B,Utility-A,962,1174,23,39,64
2024-05-19,Plant-C,Line-1,Shift-C,SUV-A,772,650,44,24,90
2024-10-06,Plant-D,Line-1,Shift-A,SUV-B,621,787,3,3,11
2024-02-03,Plant-B,Line-2,Shift-B,SUV-B,930,360,49,33,79
2024-11-04,Plant-D,Line-2,Shift-A,Utility-A,749,1186,45,24,47
2024-01-18,Plant-A,Line-3,Shift-B,SUV-B,1158,956,31,7,71
2024-02-26,Plant-D,Line-3,Shift-B,Offroad-A,430,991,18,31,24
2024-04-21,Plant-B,Line-3,Shift-C,SUV-A,991,452,2,17,12
2024-01-05,Plant-A,Line-1,Shift-A,SUV-B,757,1134,3,39,40
2024-06-30,Plant-D,Line-3,Shift-C,SUV-A,421,835,24,10,9
2024-01-13,Plant-B,Line-1,Shift-C,Offroad-A,688,459,8,36,39
2024-12-04,Plant-A,Line-1,Shift-C,SUV-A,1153,1153,20,38,32
2024-10-11,Plant-D,Line-1,Shift-C,Offroad-A,613,992,22,35,34
2024-09-15,Plant-B,Line-1,Shift-C,Utility-A,1111,1052,45,9,36
2024-03-30,Plant-A,Line-1,Shift-B,SUV-B,564,1160,28,5,102
2024-04-13,Plant-D,Line-2,Shift-A,Utility-A,539,442,29,15,91
2024-07-04,Plant-A,Line-1,Shift-A,SUV-B,769,1150,24,24,15
2024-09-06,Plant-B,Line-1,Shift-C,Utility-A,719,1067,48,33,71
2024-09-11,Plant-D,Line-2,Shift-A,Offroad-A,808,890,28,30,32
2024-03-16,Plant-D,Line-2,Shift-B,SUV-B,837,1048,33,7,52
2024-04-17,Plant-D,Line-2,Shift-C,Utility-A,1196,1198,13,16,34
2024-06-04,Plant-B,Line-3,Shift-B,SUV-A,412,856,21,13,54
2024-03-22,Plant-C,Line-3,Shift-B,SUV-A,900,526,47,29,101
2024-03-17,Plant-D,Line-1,Shift-C,Utility-A,425,788,15,17,75
2024-09-14,Plant-B,Line-1,Shift-B,Offroad-A,933,1192,10,35,78
2024-05-06,Plant-A,Line-1,Shift-C,Utility-A,475,1017,13,20,16
2024-10-08,Plant-A,Line-1,Shift-B,SUV-A,765,1107,6,30,26
2024-03-28,Plant-B,Line-2,Shift-A,SUV-B,890,1060,4,32,113
2024-07-22,Plant-C,Line-3,Shift-A,SUV-B,491,860,39,22,20
2024-01-16,Plant-B,Line-2,Shift-A,Utility-A,665,458,28,37,20
2024-05-30,Plant-A,Line-3,Shift-C,SUV-B,959,421,16,4,16
2024-09-10,Plant-A,Line-2,Shift-B,SUV-A,898,838,29,14,26
2024-07-06,Plant-D,Line-1,Shift-B,SUV-B,569,1082,24,29,75
2024-11-24,Plant-C,Line-3,Shift-A,Utility-A,745,630,13,15,47
2024-02-01,Plant-B,Line-1,Shift-A,Utility-A,1156,563,41,39,43
2024-09-27,Plant-A,Line-3,Shift-C,Utility-A,627,806,21,28,35
2024-01-05,Plant-A,Line-3,Shift-C,SUV-A,1098,936,43,27,27
2024-11-25,Plant-A,Line-1,Shift-B,Offroad-A,1079,767,4,5,24
2024-11-03,Plant-B,Line-1,Shift-C,SUV-B,602,1103,39,4,72
2024-11-28,Plant-B,Line-1,Shift-C,Utility-A,845,859,27,37,46
2024-06-17,Plant-C,Line-2,Shift-C,Offroad-A,917,1011,11,24,100
2024-06-29,Plant-D,Line-3,Shift-A,Utility-A,531,672,35,27,22
2024-06-26,Plant-D,Line-3,Shift-A,Utility-A,644,527,12,0,74
2024-05-22,Plant-D,Line-3,Shift-B,SUV-A,490,1037,20,13,49
2024-12-27,Plant-A,Line-1,Shift-C,SUV-A,525,453,31,18,64
2024-09-04,Plant-D,Line-3,Shift-A,Offroad-A,871,468,48,30,15
2024-05-06,Plant-A,Line-3,Shift-C,Utility-A,641,1061,20,14,49
2024-09-19,Plant-C,Line-1,Shift-B,SUV-B,901,931,36,18,12
2024-02-09,Plant-A,Line-1,Shift-C,SUV-B,1160,406,37,37,83
2024-12-20,Plant-C,Line-3,Shift-B,SUV-B,786,758,8,31,79
2024-09-11,Plant-C,Line-2,Shift-B,Offroad-A,406,927,36,30,117
2024-05-22,Plant-D,Line-1,Shift-A,SUV-A,487,407,1,36,79
2024-08-27,Plant-D,Line-2,Shift-C,Offroad-A,997,466,2,25,34
2024-08-15,Plant-A,Line-2,Shift-A,SUV-A,544,774,42,24,113
2024-12-06,Plant-B,Line-2,Shift-C,SUV-B,850,1168,9,39,31
2024-07-16,Plant-D,Line-2,Shift-C,SUV-B,730,370,34,7,86
2024-03-05,Plant-D,Line-1,Shift-B,SUV-A,1109,428,8,3,119
2024-01-11,Plant-B,Line-3,Shift-B,SUV-B,563,1173,39,30,24
2024-04-17,Plant-B,Line-3,Shift-C,Offroad-A,1056,908,47,31,42
2024-01-26,Plant-D,Line-1,Shift-A,SUV-A,741,1032,31,33,27
2024-05-30,Plant-B,Line-1,Shift-B,SUV-B,400,945,20,2,108
2024-08-08,Plant-A,Line-2,Shift-B,Utility-A,519,457,33,25,119
2024-12-06,Plant-C,Line-2,Shift-C,SUV-B,978,1148,24,3,65
2024-08-24,Plant-C,Line-1,Shift-C,Utility-A,863,620,41,1,66
2024-08-24,Plant-D,Line-3,Shift-B,SUV-B,861,1037,31,18,94
2024-08-06,Plant-D,Line-2,Shift-A,Utility-A,448,1179,45,22,96
2024-05-30,Plant-A,Line-1,Shift-B,SUV-B,726,825,36,24,32
2024-05-02,Plant-B,Line-1,Shift-C,Utility-A,873,419,21,6,46
2024-05-23,Plant-D,Line-1,Shift-B,SUV-A,767,736,24,7,117
2024-07-07,Plant-C,Line-2,Shift-C,SUV-A,686,515,0,2,34
2024-09-11,Plant-A,Line-1,Shift-B,Utility-A,423,407,44,22,99
2024-03-08,Plant-A,Line-3,Shift-C,SUV-B,1122,800,35,32,63
2024-04-13,Plant-B,Line-1,Shift-C,Offroad-A,692,594,20,27,89
2024-12-01,Plant-D,Line-2,Shift-A,Offroad-A,848,394,40,21,11
2024-06-07,Plant-D,Line-3,Shift-C,Offroad-A,462,1033,15,34,119
2024-11-04,Plant-A,Line-3,Shift-B,Offroad-A,967,1125,31,33,52
2024-12-27,Plant-C,Line-1,Shift-C,Utility-A,857,732,20,29,43
2024-10-26,Plant-D,Line-1,Shift-B,SUV-A,929,927,27,35,45
2024-03-30,Plant-C,Line-3,Shift-A,SUV-A,812,1188,18,13,10
2024-12-22,Plant-A,Line-1,Shift-B,Offroad-A,988,1050,13,8,69
2024-09-12,Plant-D,Line-2,Shift-A,SUV-A,659,1134,22,21,88
2024-12-18,Plant-C,Line-3,Shift-A,Utility-A,1032,420,23,27,45
2024-08-07,Plant-A,Line-1,Shift-C,Offroad-A,583,897,19,13,58
2024-01-09,Plant-C,Line-3,Shift-A,Utility-A,447,588,31,14,58
2024-01-12,Plant-D,Line-1,Shift-B,Utility-A,546,929,39,36,33
2024-11-20,Plant-B,Line-1,Shift-A,SUV-B,1193,457,9,23,98
2024-08-31,Plant-C,Line-2,Shift-A,Utility-A,991,557,0,33,20
2024-06-30,Plant-B,Line-1,Shift-C,SUV-B,1147,1138,30,2,81
2024-10-10,Plant-D,Line-1,Shift-B,Offroad-A,808,1071,36,22,71
2024-11-07,Plant-B,Line-1,Shift-A,Utility-A,839,651,14,19,97
2024-04-08,Plant-A,Line-2,Shift-C,SUV-A,857,779,39,14,51
2024-07-15,Plant-B,Line-1,Shift-C,Offroad-A,628,697,30,15,47
2024-08-13,Plant-C,Line-1,Shift-B,Utility-A,683,456,27,6,77
2024-11-28,Plant-C,Line-1,Shift-C,Utility-A,972,877,9,32,18
2024-04-12,Plant-B,Line-3,Shift-A,SUV-A,1131,1100,5,18,83
2024-04-15,Plant-A,Line-2,Shift-C,SUV-B,744,755,14,17,3
2024-12-30,Plant-D,Line-3,Shift-B,Utility-A,1000,1083,46,17,101
2024-02-27,Plant-B,Line-2,Shift-B,Utility-A,663,605,26,2,31
2024-03-18,Plant-C,Line-2,Shift-C,SUV-A,1139,650,9,2,89
2024-03-15,Plant-C,Line-3,Shift-A,Offroad-A,777,494,20,35,27
2024-02-11,Plant-B,Line-2,Shift-C,Utility-A,502,1025,18,15,75
2024-11-19,Plant-B,Line-2,Shift-B,SUV-B,999,873,3,22,57
2024-06-29,Plant-B,Line-3,Shift-C,SUV-B,422,911,21,22,73
2024-02-02,Plant-D,Line-1,Shift-C,SUV-A,692,1176,37,14,40
2024-03-11,Plant-C,Line-2,Shift-A,SUV-B,666,709,14,8,98
2024-02-25,Plant-C,Line-3,Shift-C,Utility-A,928,873,5,39,32
2024-04-14,Plant-C,Line-2,Shift-A,SUV-B,875,833,49,37,13
2024-07-18,Plant-D,Line-3,Shift-C,Utility-A,850,539,10,17,103
2024-04-10,Plant-A,Line-1,Shift-C,SUV-A,684,645,43,37,86
2024-09-12,Plant-C,Line-2,Shift-A,SUV-B,712,442,29,5,81
2024-11-02,Plant-C,Line-1,Shift-A,Utility-A,561,479,39,36,52
2024-03-14,Plant-A,Line-1,Shift-B,Offroad-A,989,833,23,5,107
2024-06-19,Plant-D,Line-3,Shift-A,Utility-A,521,758,21,20,75
2024-05-22,Plant-A,Line-2,Shift-C,Utility-A,880,690,29,29,41
2024-06-14,Plant-A,Line-2,Shift-B,SUV-A,511,563,45,27,35
2024-09-17,Plant-A,Line-2,Shift-A,Utility-A,638,679,3,19,24
2024-08-08,Plant-A,Line-2,Shift-A,SUV-A,609,1148,49,18,51
2024-03-23,Plant-D,Line-2,Shift-B,Utility-A,748,524,5,13,100
2024-06-30,Plant-D,Line-3,Shift-C,Utility-A,910,793,37,0,39
2024-11-02,Plant-A,Line-2,Shift-C,Utility-A,401,550,25,26,114
2024-01-10,Plant-B,Line-1,Shift-B,SUV-A,1114,966,18,31,85
2024-01-04,Plant-B,Line-1,Shift-C,Utility-A,1198,1092,1,28,69
2024-12-16,Plant-B,Line-2,Shift-A,SUV-A,1028,447,3,30,79
2024-12-01,Plant-B,Line-3,Shift-C,Offroad-A,860,452,4,24,61
2024-10-18,Plant-C,Line-3,Shift-A,SUV-A,881,902,46,6,86
2024-10-07,Plant-D,Line-2,Shift-C,Offroad-A,1025,500,34,38,8
2024-08-02,Plant-D,Line-1,Shift-A,SUV-A,985,617,28,15,106
2024-04-07,Plant-A,Line-2,Shift-B,SUV-A,640,1188,15,10,98
2024-04-10,Plant-C,Line-2,Shift-A,Utility-A,453,701,44,17,92
2024-01-09,Plant-A,Line-2,Shift-C,SUV-B,1070,816,11,4,77
2024-03-01,Plant-A,Line-3,Shift-A,SUV-B,866,627,20,1,68
2024-11-04,Plant-D,Line-3,Shift-C,Utility-A,508,917,8,9,20
2024-05-25,Plant-C,Line-1,Shift-C,Offroad-A,679,365,10,25,52
2024-03-03,Plant-B,Line-1,Shift-A,Utility-A,1064,805,7,23,69
2024-04-30,Plant-D,Line-2,Shift-C,SUV-B,1074,1083,25,25,0
2024-08-13,Plant-C,Line-1,Shift-B,SUV-A,456,528,31,15,30
2024-04-14,Plant-C,Line-2,Shift-C,Utility-A,613,483,38,24,44
2024-09-16,Plant-D,Line-1,Shift-B,Offroad-A,907,607,3,37,104
2024-12-14,Plant-D,Line-2,Shift-B,Utility-A,427,411,33,5,27
2024-09-11,Plant-A,Line-3,Shift-C,SUV-B,603,831,27,11,2
2024-07-25,Plant-A,Line-2,Shift-B,SUV-A,944,826,24,8,101
2024-01-28,Plant-A,Line-3,Shift-B,SUV-B,708,984,43,7,115
2024-06-18,Plant-B,Line-3,Shift-A,SUV-B,1033,391,34,30,86
2024-12-01,Plant-D,Line-1,Shift-B,SUV-B,927,722,18,31,39
2024-03-16,Plant-C,Line-1,Shift-B,SUV-B,1065,722,34,6,3
2024-04-25,Plant-D,Line-3,Shift-B,SUV-A,742,648,38,31,69
2024-03-09,Plant-C,Line-2,Shift-B,SUV-B,617,401,28,24,75
2024-12-19,Plant-B,Line-2,Shift-B,Offroad-A,1016,728,13,32,11
2024-08-21,Plant-D,Line-1,Shift-C,Offroad-A,988,661,20,27,61
2024-01-01,Plant-C,Line-2,Shift-B,SUV-B,486,928,35,10,70
2024-06-15,Plant-C,Line-2,Shift-C,Offroad-A,430,408,37,30,91
2024-12-17,Plant-A,Line-2,Shift-C,SUV-B,499,653,13,9,89
2024-08-05,Plant-B,Line-3,Shift-C,SUV-A,1066,384,39,1,47
2024-09-29,Plant-D,Line-3,Shift-A,SUV-A,714,997,49,3,6
2024-09-07,Plant-A,Line-2,Shift-A,Offroad-A,894,937,14,21,56
2024-12-12,Plant-B,Line-1,Shift-C,Offroad-A,1017,1103,49,27,55
2024-12-09,Plant-A,Line-2,Shift-A,SUV-B,870,842,29,9,66
2024-06-22,Plant-D,Line-1,Shift-B,Utility-A,1141,840,46,1,12
2024-06-18,Plant-C,Line-3,Shift-C,SUV-B,914,1149,11,30,51
2024-09-02,Plant-D,Line-2,Shift-C,SUV-B,1133,570,49,22,62
2024-03-30,Plant-B,Line-2,Shift-C,SUV-A,1032,1162,4,15,40
2024-02-18,Plant-D,Line-1,Shift-A,Utility-A,1071,946,26,8,74
2024-10-20,Plant-B,Line-1,Shift-A,Utility-A,1182,472,14,5,102
2024-05-29,Plant-A,Line-2,Shift-A,SUV-B,730,1056,25,24,22
2024-05-11,Plant-B,Line-2,Shift-B,SUV-A,593,451,8,3,46
2024-02-28,Plant-C,Line-1,Shift-A,Offroad-A,1129,1144,39,11,64
2024-11-19,Plant-C,Line-3,Shift-C,SUV-A,590,864,39,23,97
2024-07-17,Plant-C,Line-1,Shift-A,Offroad-A,651,662,34,26,30
2024-08-02,Plant-A,Line-2,Shift-A,SUV-A,1137,855,12,2,96
2024-02-18,Plant-B,Line-3,Shift-A,Utility-A,400,843,44,11,110
2024-08-19,Plant-A,Line-3,Shift-A,SUV-A,858,1108,43,29,99
2024-09-03,Plant-D,Line-3,Shift-C,SUV-B,1044,1009,46,11,35
2024-08-26,Plant-D,Line-3,Shift-A,Offroad-A,489,548,45,39,13
2024-06-16,Plant-D,Line-2,Shift-C,SUV-A,917,982,32,21,36
2024-02-17,Plant-D,Line-3,Shift-A,SUV-A,882,1030,33,14,31
2024-02-20,Plant-C,Line-1,Shift-B,Offroad-A,1155,862,3,27,52
2024-10-25,Plant-B,Line-1,Shift-B,SUV-A,1044,679,12,16,27
2024-04-07,Plant-C,Line-1,Shift-C,Offroad-A,515,970,9,24,64
2024-08-03,Plant-B,Line-2,Shift-C,Utility-A,472,676,44,2,46
2024-06-25,Plant-B,Line-3,Shift-B,Offroad-A,555,359,0,35,70
2024-03-20,Plant-A,Line-1,Shift-B,Offroad-A,1122,476,10,30,79
2024-07-03,Plant-D,Line-1,Shift-A,Utility-A,468,1018,49,14,117
2024-01-27,Plant-B,Line-1,Shift-B,SUV-A,870,580,8,27,31
2024-07-13,Plant-D,Line-3,Shift-C,SUV-A,891,364,37,30,23
2024-08-01,Plant-D,Line-1,Shift-C,Utility-A,699,1136,22,19,13
2024-12-07,Plant-D,Line-3,Shift-B,SUV-B,543,836,12,20,46
2024-04-23,Plant-C,Line-3,Shift-C,Offroad-A,1110,791,4,26,78
2024-08-29,Plant-D,Line-3,Shift-A,SUV-A,605,907,24,18,115
2024-05-03,Plant-B,Line-2,Shift-A,SUV-A,1112,623,9,35,0
2024-10-31,Plant-C,Line-2,Shift-B,Offroad-A,1150,967,4,11,91
2024-03-16,Plant-D,Line-3,Shift-C,Offroad-A,806,352,21,34,18
2024-11-06,Plant-A,Line-3,Shift-B,Offroad-A,979,675,41,32,57
2024-11-07,Plant-D,Line-2,Shift-C,SUV-B,1082,602,24,35,6
2024-07-14,Plant-D,Line-2,Shift-C,Utility-A,696,883,36,22,81
2024-12-16,Plant-C,Line-3,Shift-C,SUV-B,981,404,19,12,110
2024-02-13,Plant-B,Line-2,Shift-A,SUV-B,1198,797,27,29,76
2024-07-04,Plant-D,Line-1,Shift-C,Offroad-A,928,646,20,9,114
2024-12-08,Plant-C,Line-3,Shift-A,Utility-A,536,971,10,19,63
2024-09-02,Plant-C,Line-3,Shift-C,SUV-A,618,722,28,5,17
2024-03-24,Plant-B,Line-2,Shift-B,Offroad-A,917,1084,4,30,62
2024-07-25,Plant-C,Line-1,Shift-A,Utility-A,1109,818,36,18,67
2024-05-30,Plant-B,Line-2,Shift-A,SUV-A,847,1109,48,2,49
2024-06-04,Plant-A,Line-1,Shift-A,SUV-B,531,485,4,9,67
2024-01-16,Plant-D,Line-1,Shift-B,Utility-A,762,1182,32,9,90
2024-06-13,Plant-C,Line-3,Shift-A,SUV-B,743,595,44,20,15
2024-05-24,Plant-A,Line-1,Shift-B,SUV-B,1095,419,35,1,13
2024-02-06,Plant-C,Line-3,Shift-C,Utility-A,417,830,7,38,61
2024-11-28,Plant-C,Line-1,Shift-C,SUV-A,815,879,5,29,77
2024-02-14,Plant-A,Line-3,Shift-B,Utility-A,1124,839,14,27,6
2024-07-24,Plant-C,Line-1,Shift-A,SUV-A,959,852,14,17,108
2024-03-02,Plant-C,Line-2,Shift-A,Offroad-A,940,1047,47,13,55
2024-12-21,Plant-A,Line-1,Shift-B,Offroad-A,552,466,8,18,13
2024-11-03,Plant-C,Line-2,Shift-C,Offroad-A,731,606,4,39,41
2024-01-19,Plant-B,Line-1,Shift-B,SUV-B,1149,1139,25,35,108
2024-12-30,Plant-C,Line-1,Shift-A,Offroad-A,718,956,22,11,69
2024-10-26,Plant-D,Line-3,Shift-A,SUV-B,1176,777,15,19,61
2024-01-07,Plant-C,Line-1,Shift-A,SUV-A,598,464,38,33,42
2024-09-05,Plant-D,Line-1,Shift-A,Utility-A,925,843,34,35,56
2024-04-26,Plant-D,Line-1,Shift-C,Utility-A,1187,411,9,20,101
2024-03-08,Plant-C,Line-2,Shift-C,SUV-B,409,1136,26,18,90
2024-02-03,Plant-A,Line-3,Shift-C,SUV-B,538,1176,15,34,74
2024-07-12,Plant-B,Line-3,Shift-A,SUV-B,566,846,20,7,30
2024-11-20,Plant-B,Line-1,Shift-A,SUV-A,546,985,11,21,50
2024-02-24,Plant-C,Line-1,Shift-A,SUV-A,802,429,8,37,112
2024-09-22,Plant-A,Line-2,Shift-B,Offroad-A,1156,1008,15,17,66
2024-02-11,Plant-A,Line-1,Shift-A,Offroad-A,844,834,8,7,0
2024-10-23,Plant-B,Line-3,Shift-C,Utility-A,469,371,28,1,79
2024-08-18,Plant-A,Line-3,Shift-C,Offroad-A,727,944,22,19,43
2024-01-10,Plant-C,Line-2,Shift-C,SUV-A,1015,673,38,4,90
2024-12-23,Plant-C,Line-2,Shift-B,SUV-A,628,866,42,29,109
2024-05-07,Plant-A,Line-3,Shift-C,SUV-A,1049,610,48,17,49
2024-06-27,Plant-C,Line-2,Shift-B,SUV-A,718,1141,23,22,59
2024-07-11,Plant-D,Line-1,Shift-B,Utility-A,435,478,21,1,2
2024-04-01,Plant-B,Line-1,Shift-B,Utility-A,1029,975,30,36,119
2024-08-18,Plant-C,Line-2,Shift-A,SUV-A,654,633,9,31,71
2024-03-18,Plant-A,Line-3,Shift-A,SUV-B,712,396,46,0,113
2024-03-25,Plant-B,Line-2,Shift-C,Offroad-A,734,537,41,38,79
2024-01-30,Plant-C,Line-3,Shift-C,Utility-A,419,368,26,0,110
2024-07-31,Plant-B,Line-2,Shift-B,SUV-B,697,948,33,30,53
2024-02-18,Plant-A,Line-2,Shift-A,Offroad-A,420,1003,47,38,1
2024-09-21,Plant-D,Line-2,Shift-C,SUV-B,877,1112,38,7,28
2024-05-24,Plant-D,Line-1,Shift-C,SUV-A,1167,1187,23,2,15
2024-03-09,Plant-C,Line-1,Shift-A,Offroad-A,1159,357,20,11,118
2024-02-27,Plant-D,Line-3,Shift-B,SUV-B,871,386,14,33,92
2024-07-03,Plant-C,Line-2,Shift-C,Utility-A,1077,947,16,24,94
2024-03-02,Plant-B,Line-1,Shift-C,Utility-A,869,421,44,35,105
2024-11-03,Plant-C,Line-2,Shift-A,Utility-A,748,730,18,6,58
2024-10-22,Plant-C,Line-3,Shift-A,Offroad-A,1166,615,24,14,10
2024-06-14,Plant-C,Line-1,Shift-B,SUV-A,989,416,39,20,114
2024-06-19,Plant-D,Line-3,Shift-B,SUV-A,1191,1002,21,24,95
2024-03-03,Plant-C,Line-1,Shift-C,Offroad-A,1193,1156,40,37,23
2024-05-26,Plant-A,Line-2,Shift-B,Offroad-A,785,413,48,36,82
2024-11-01,Plant-C,Line-3,Shift-C,SUV-A,945,379,41,15,31
2024-06-09,Plant-B,Line-1,Shift-C,Utility-A,845,906,13,0,73
2024-05-20,Plant-A,Line-1,Shift-A,SUV-A,498,995,27,36,53
2024-11-29,Plant-B,Line-2,Shift-C,SUV-A,1054,365,11,13,112
2024-04-06,Plant-B,Line-3,Shift-A,SUV-B,454,627,26,33,55
2024-08-08,Plant-B,Line-3,Shift-C,Utility-A,402,1080,23,1,95
2024-02-12,Plant-A,Line-3,Shift-C,Offroad-A,731,626,21,30,86
2024-10-18,Plant-A,Line-2,Shift-C,SUV-A,834,570,38,18,96
2024-04-17,Plant-D,Line-1,Shift-B,Utility-A,885,542,40,18,93
2024-09-22,Plant-A,Line-1,Shift-B,Offroad-A,618,1019,49,22,93
2024-04-04,Plant-C,Line-3,Shift-A,SUV-B,610,373,38,29,70
2024-09-18,Plant-B,Line-1,Shift-C,SUV-B,895,1181,35,16,79
2024-11-08,Plant-D,Line-3,Shift-A,Utility-A,1060,490,22,1,42
2024-03-11,Plant-A,Line-2,Shift-A,SUV-A,631,1083,7,10,52
2024-08-06,Plant-B,Line-2,Shift-C,Offroad-A,999,375,27,13,113
2024-01-21,Plant-A,Line-2,Shift-B,Utility-A,1122,447,49,28,0
2024-04-01,Plant-D,Line-3,Shift-B,SUV-B,1134,625,28,18,93
2024-05-06,Plant-A,Line-1,Shift-A,Offroad-A,547,922,14,27,97
2024-03-20,Plant-A,Line-2,Shift-B,Offroad-A,606,592,38,0,60
2024-11-07,Plant-B,Line-3,Shift-C,SUV-A,759,782,7,4,117
2024-08-25,Plant-C,Line-3,Shift-C,SUV-B,818,358,27,33,33
2024-06-30,Plant-A,Line-2,Shift-B,SUV-B,1138,621,32,13,60
2024-01-25,Plant-D,Line-2,Shift-B,SUV-B,816,1121,10,18,101
2024-06-04,Plant-A,Line-2,Shift-A,Offroad-A,1095,381,41,23,60
2024-01-05,Plant-A,Line-1,Shift-B,SUV-B,952,954,36,39,94
2024-04-29,Plant-C,Line-1,Shift-A,Utility-A,581,828,24,16,119
2024-10-03,Plant-B,Line-3,Shift-C,SUV-B,955,477,33,1,7
2024-01-18,Plant-D,Line-2,Shift-C,Offroad-A,609,1098,21,30,53
2024-07-16,Plant-B,Line-2,Shift-C,SUV-B,649,366,1,16,52
2024-02-26,Plant-B,Line-1,Shift-B,SUV-B,911,902,15,7,19
