claim_date,vehicle_model,plant,supplier,part_name,failure_mode,claim_count,repair_cost,vehicle_age_months,region
2024-09-24,SUV-A,Plant-D,Supplier-Alpha,Fender Cladding,Fitment Issue,5,15070,24,North
2024-04-09,Utility-A,Plant-C,Supplier-Beta,Fender Cladding,Fitment Issue,1,2367,23,South
2024-03-23,Utility-A,Plant-D,Supplier-Gamma,Fender Cladding,Material Failure,2,20347,8,South
2024-02-13,Utility-A,Plant-B,Supplier-Alpha,Front Bumper,Noise,1,24947,30,North
2024-06-01,SUV-A,Plant-C,Supplier-Delta,Fender Cladding,Surface Damage,4,15646,31,East
2024-06-18,SUV-B,Plant-D,Supplier-Beta,Dashboard Panel,Fitment Issue,4,3935,16,West
2024-01-21,Offroad-A,Plant-B,Supplier-Alpha,Rear Bumper,Fitment Issue,6,19804,28,West
2024-09-06,Offroad-A,Plant-C,Supplier-Beta,Rear Bumper,Noise,6,12027,1,North
2024-07-07,SUV-A,Plant-B,Supplier-Beta,Dashboard Panel,Fitment Issue,6,21465,11,West
2024-11-17,Offroad-A,Plant-D,Supplier-Alpha,Wheel Arch Cladding,Crack,6,22098,23,West
2024-12-22,SUV-B,Plant-A,Supplier-Delta,Rear Bumper,Material Failure,6,20092,32,South
2024-01-21,SUV-A,Plant-D,Supplier-Beta,Dashboard Panel,Surface Damage,1,3259,32,North
2024-10-08,SUV-A,Plant-B,Supplier-Gamma,Dashboard Panel,Noise,1,13721,29,North
2024-06-08,SUV-B,Plant-A,Supplier-Delta,Wheel Arch Cladding,Crack,2,24736,31,South
2024-08-06,Utility-A,Plant-A,Supplier-Delta,Door Trim,Fitment Issue,5,3589,19,South
2024-01-17,SUV-B,Plant-C,Supplier-Beta,Rear Bumper,Fitment Issue,5,13747,9,East
2024-01-04,SUV-B,Plant-A,Supplier-Delta,Dashboard Panel,Crack,2,2620,32,North
2024-02-08,Offroad-A,Plant-C,Supplier-Alpha,Dashboard Panel,Fitment Issue,3,8765,31,West
2024-09-27,Offroad-A,Plant-A,Supplier-Alpha,Rear Bumper,Material Failure,1,14367,5,West
2024-10-15,Offroad-A,Plant-A,Supplier-Delta,Wheel Arch Cladding,Fitment Issue,1,14098,23,East
2024-07-07,Utility-A,Plant-C,Supplier-Beta,Rear Bumper,Surface Damage,4,9677,21,West
2024-05-21,SUV-B,Plant-B,Supplier-Gamma,Wheel Arch Cladding,Material Failure,4,14614,20,East
2024-12-11,Offroad-A,Plant-C,Supplier-Beta,Rear Bumper,Noise,3,9764,13,West
2024-10-29,Utility-A,Plant-A,Supplier-Beta,Dashboard Panel,Material Failure,5,20863,20,South
2024-05-09,Offroad-A,Plant-D,Supplier-Beta,Front Bumper,Noise,5,17448,13,South
2024-12-11,SUV-B,Plant-C,Supplier-Delta,Door Trim,Noise,7,17354,7,North
2024-11-17,SUV-B,Plant-C,Supplier-Delta,Rear Bumper,Material Failure,6,22900,34,West
2024-06-24,SUV-B,Plant-A,Supplier-Beta,Dashboard Panel,Surface Damage,6,23770,17,East
2024-07-12,SUV-A,Plant-A,Supplier-Gamma,Door Trim,Fitment Issue,5,20502,30,North
2024-12-02,SUV-B,Plant-D,Supplier-Beta,Rear Bumper,Material Failure,1,18533,4,South
2024-09-30,SUV-B,Plant-A,Supplier-Gamma,Rear Bumper,Noise,4,16155,4,North
2024-06-27,Offroad-A,Plant-C,Supplier-Beta,Front Bumper,Material Failure,6,13785,15,East
2024-08-27,SUV-A,Plant-C,Supplier-Gamma,Fender Cladding,Noise,6,22589,22,West
2024-05-11,Offroad-A,Plant-C,Supplier-Beta,Fender Cladding,Noise,1,3641,11,South
2024-03-21,Utility-A,Plant-B,Supplier-Alpha,Door Trim,Crack,3,2207,32,North
2024-06-09,Utility-A,Plant-C,Supplier-Delta,Door Trim,Surface Damage,7,4230,19,North
2024-06-29,SUV-A,Plant-B,Supplier-Beta,Front Bumper,Surface Damage,2,20751,16,South
2024-09-25,SUV-B,Plant-A,Supplier-Delta,Wheel Arch Cladding,Noise,2,17171,10,East
2024-11-22,SUV-A,Plant-B,Supplier-Beta,Door Trim,Noise,5,13397,17,South
2024-02-27,SUV-B,Plant-C,Supplier-Delta,Fender Cladding,Fitment Issue,7,13269,6,South
2024-07-09,Utility-A,Plant-A,Supplier-Alpha,Front Bumper,Noise,4,4994,33,South
2024-11-16,Utility-A,Plant-B,Supplier-Delta,Wheel Arch Cladding,Noise,3,12530,20,East
2024-12-25,SUV-A,Plant-A,Supplier-Alpha,Dashboard Panel,Surface Damage,1,18935,14,South
2024-02-11,Offroad-A,Plant-A,Supplier-Delta,Front Bumper,Noise,3,21568,28,East
2024-04-04,Utility-A,Plant-B,Supplier-Beta,Fender Cladding,Fitment Issue,3,23914,6,South
2024-12-21,SUV-A,Plant-A,Supplier-Gamma,Dashboard Panel,Crack,3,12268,19,West
2024-03-29,SUV-A,Plant-A,Supplier-Delta,Front Bumper,Crack,7,8892,6,West
2024-04-18,Utility-A,Plant-C,Supplier-Alpha,Rear Bumper,Fitment Issue,4,24747,5,West
2024-08-20,SUV-B,Plant-D,Supplier-Alpha,Fender Cladding,Noise,3,20614,2,North
2024-10-22,Offroad-A,Plant-D,Supplier-Delta,Wheel Arch Cladding,Fitment Issue,2,24203,6,West
2024-12-15,Offroad-A,Plant-A,Supplier-Alpha,Front Bumper,Crack,5,21801,14,West
2024-04-11,SUV-B,Plant-B,Supplier-Alpha,Fender Cladding,Surface Damage,6,4447,14,East
2024-01-21,Utility-A,Plant-D,Supplier-Alpha,Fender Cladding,Noise,6,8039,30,West
2024-03-23,Utility-A,Plant-B,Supplier-Alpha,Wheel Arch Cladding,Noise,3,21660,24,South
2024-06-09,SUV-B,Plant-D,Supplier-Delta,Fender Cladding,Material Failure,1,21103,30,East
2024-07-16,Utility-A,Plant-C,Supplier-Beta,Wheel Arch Cladding,Noise,2,18967,11,West
2024-02-11,Offroad-A,Plant-C,Supplier-Beta,Fender Cladding,Material Failure,7,12531,14,West
2024-02-06,SUV-A,Plant-B,Supplier-Alpha,Front Bumper,Material Failure,3,4291,22,East
2024-07-18,Offroad-A,Plant-B,Supplier-Gamma,Wheel Arch Cladding,Surface Damage,4,15066,3,North
2024-11-28,Offroad-A,Plant-C,Supplier-Delta,Wheel Arch Cladding,Material Failure,3,13020,29,North
2024-06-02,Offroad-A,Plant-B,Supplier-Delta,Fender Cladding,Material Failure,5,4925,8,East
2024-02-08,Utility-A,Plant-A,Supplier-Gamma,Dashboard Panel,Material Failure,6,4420,7,North
2024-02-16,SUV-B,Plant-C,Supplier-Delta,Rear Bumper,Material Failure,2,8684,24,West
2024-11-07,Utility-A,Plant-C,Supplier-Gamma,Dashboard Panel,Material Failure,5,20332,5,North
2024-04-19,SUV-B,Plant-C,Supplier-Beta,Dashboard Panel,Fitment Issue,5,13448,20,East
2024-07-04,SUV-A,Plant-C,Supplier-Beta,Wheel Arch Cladding,Material Failure,7,7281,5,North
2024-07-03,SUV-A,Plant-A,Supplier-Beta,Rear Bumper,Fitment Issue,7,24418,6,East
2024-11-22,Offroad-A,Plant-C,Supplier-Beta,Dashboard Panel,Fitment Issue,4,7455,28,South
2024-08-03,SUV-B,Plant-C,Supplier-Alpha,Door Trim,Fitment Issue,6,19950,15,East
2024-04-19,Offroad-A,Plant-B,Supplier-Alpha,Front Bumper,Noise,3,4416,26,South
2024-07-18,Utility-A,Plant-C,Supplier-Delta,Rear Bumper,Fitment Issue,7,20805,21,South
2024-06-21,SUV-B,Plant-D,Supplier-Gamma,Dashboard Panel,Noise,5,15978,21,South
2024-11-16,Offroad-A,Plant-B,Supplier-Gamma,Dashboard Panel,Fitment Issue,2,18762,9,West
2024-01-04,Utility-A,Plant-B,Supplier-Alpha,Front Bumper,Fitment Issue,7,17154,10,North
2024-03-01,SUV-A,Plant-D,Supplier-Gamma,Wheel Arch Cladding,Fitment Issue,7,18470,25,West
2024-06-19,Offroad-A,Plant-B,Supplier-Beta,Dashboard Panel,Surface Damage,3,13886,21,East
2024-12-26,SUV-B,Plant-A,Supplier-Gamma,Front Bumper,Noise,5,9269,34,East
2024-05-26,SUV-B,Plant-C,Supplier-Beta,Rear Bumper,Noise,6,11945,31,North
2024-12-07,Utility-A,Plant-C,Supplier-Delta,Dashboard Panel,Surface Damage,1,7566,2,West
2024-12-21,Offroad-A,Plant-B,Supplier-Gamma,Dashboard Panel,Material Failure,7,11814,16,East
2024-05-08,SUV-A,Plant-C,Supplier-Beta,Wheel Arch Cladding,Fitment Issue,6,22582,35,West
2024-05-26,Offroad-A,Plant-B,Supplier-Delta,Dashboard Panel,Crack,7,15905,31,East
2024-02-20,Offroad-A,Plant-C,Supplier-Delta,Rear Bumper,Noise,6,18515,12,East
2024-03-04,SUV-B,Plant-B,Supplier-Delta,Wheel Arch Cladding,Noise,1,9668,23,West
2024-03-03,Utility-A,Plant-B,Supplier-Gamma,Rear Bumper,Crack,1,15935,17,North
2024-10-11,SUV-B,Plant-B,Supplier-Beta,Wheel Arch Cladding,Crack,7,17274,14,East
2024-02-12,SUV-A,Plant-A,Supplier-Alpha,Dashboard Panel,Crack,7,18935,33,North
2024-03-10,Offroad-A,Plant-B,Supplier-Alpha,Rear Bumper,Surface Damage,7,18167,6,West
2024-09-12,SUV-A,Plant-A,Supplier-Beta,Door Trim,Fitment Issue,5,11112,23,South
2024-10-21,Utility-A,Plant-A,Supplier-Delta,Rear Bumper,Fitment Issue,4,19414,31,West
2024-01-23,Utility-A,Plant-D,Supplier-Alpha,Rear Bumper,Crack,5,15311,5,West
2024-09-13,Offroad-A,Plant-B,Supplier-Gamma,Door Trim,Material Failure,2,20026,3,North
2024-03-01,Utility-A,Plant-A,Supplier-Delta,Front Bumper,Fitment Issue,6,16341,28,East
2024-07-25,SUV-A,Plant-D,Supplier-Alpha,Wheel Arch Cladding,Material Failure,6,23032,31,North
2024-10-07,Offroad-A,Plant-C,Supplier-Beta,Dashboard Panel,Fitment Issue,1,3759,17,South
2024-05-11,Utility-A,Plant-A,Supplier-Alpha,Rear Bumper,Material Failure,6,13300,22,East
2024-12-30,SUV-A,Plant-A,Supplier-Gamma,Front Bumper,Surface Damage,7,7076,13,East
2024-12-29,Offroad-A,Plant-A,Supplier-Beta,Fender Cladding,Fitment Issue,7,18242,21,South
2024-01-01,Utility-A,Plant-D,Supplier-Alpha,Front Bumper,Fitment Issue,5,24513,21,North
2024-02-09,SUV-B,Plant-D,Supplier-Alpha,Fender Cladding,Noise,1,22041,6,South
2024-10-03,Offroad-A,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Fitment Issue,2,20962,10,East
2024-09-03,Offroad-A,Plant-B,Supplier-Delta,Fender Cladding,Noise,4,10507,14,South
2024-05-17,SUV-B,Plant-D,Supplier-Delta,Door Trim,Crack,4,17696,23,East
2024-11-17,Utility-A,Plant-D,Supplier-Gamma,Door Trim,Noise,4,7985,7,East
2024-01-17,Offroad-A,Plant-C,Supplier-Alpha,Front Bumper,Crack,1,22356,24,South
2024-05-03,SUV-A,Plant-C,Supplier-Gamma,Door Trim,Fitment Issue,5,6837,15,South
2024-03-31,Utility-A,Plant-A,Supplier-Beta,Door Trim,Noise,3,4146,23,West
2024-09-02,Offroad-A,Plant-C,Supplier-Gamma,Front Bumper,Crack,2,18835,5,South
2024-04-22,SUV-A,Plant-B,Supplier-Delta,Rear Bumper,Noise,1,17278,20,North
2024-05-05,SUV-B,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Crack,2,5994,10,East
2024-09-22,SUV-A,Plant-A,Supplier-Delta,Fender Cladding,Noise,1,18040,23,West
2024-08-28,Utility-A,Plant-D,Supplier-Beta,Front Bumper,Crack,4,7248,27,West
2024-05-17,SUV-B,Plant-A,Supplier-Delta,Door Trim,Material Failure,2,23583,31,West
2024-09-02,SUV-A,Plant-C,Supplier-Alpha,Fender Cladding,Fitment Issue,3,22568,6,East
2024-08-25,Utility-A,Plant-A,Supplier-Delta,Rear Bumper,Fitment Issue,4,11255,13,East
2024-10-29,SUV-B,Plant-A,Supplier-Alpha,Dashboard Panel,Noise,4,11475,28,South
2024-01-09,Utility-A,Plant-C,Supplier-Gamma,Wheel Arch Cladding,Crack,7,14195,16,East
2024-02-15,Offroad-A,Plant-D,Supplier-Alpha,Wheel Arch Cladding,Material Failure,3,3930,17,South
2024-12-24,Utility-A,Plant-B,Supplier-Gamma,Door Trim,Fitment Issue,3,4833,31,South
2024-05-03,SUV-A,Plant-C,Supplier-Beta,Rear Bumper,Noise,4,22721,10,North
2024-03-08,Utility-A,Plant-B,Supplier-Beta,Wheel Arch Cladding,Fitment Issue,3,2278,31,East
2024-12-30,Utility-A,Plant-B,Supplier-Delta,Fender Cladding,Material Failure,6,21819,6,North
2024-11-19,SUV-B,Plant-B,Supplier-Beta,Fender Cladding,Fitment Issue,4,16916,20,West
2024-05-11,Utility-A,Plant-A,Supplier-Alpha,Dashboard Panel,Surface Damage,5,24758,21,South
2024-12-26,Utility-A,Plant-B,Supplier-Delta,Door Trim,Material Failure,7,8224,16,East
2024-08-24,Offroad-A,Plant-D,Supplier-Delta,Rear Bumper,Crack,1,24440,25,East
2024-07-31,Offroad-A,Plant-D,Supplier-Gamma,Fender Cladding,Material Failure,6,5769,34,East
2024-02-28,SUV-B,Plant-D,Supplier-Alpha,Wheel Arch Cladding,Noise,5,3514,8,East
2024-06-01,SUV-B,Plant-A,Supplier-Alpha,Fender Cladding,Crack,1,12157,14,South
2024-10-07,SUV-A,Plant-C,Supplier-Gamma,Dashboard Panel,Fitment Issue,1,12126,23,East
2024-03-22,SUV-B,Plant-D,Supplier-Alpha,Wheel Arch Cladding,Material Failure,5,10517,12,East
2024-08-25,Utility-A,Plant-B,Supplier-Beta,Rear Bumper,Crack,7,7337,20,East
2024-11-07,Offroad-A,Plant-A,Supplier-Gamma,Door Trim,Fitment Issue,7,12999,24,North
2024-02-18,SUV-B,Plant-A,Supplier-Beta,Dashboard Panel,Material Failure,1,17132,13,East
2024-03-05,SUV-A,Plant-D,Supplier-Alpha,Dashboard Panel,Crack,1,7577,33,North
2024-07-07,Utility-A,Plant-B,Supplier-Delta,Door Trim,Noise,6,14727,34,North
2024-01-09,SUV-A,Plant-B,Supplier-Alpha,Door Trim,Fitment Issue,6,13347,32,West
2024-04-05,SUV-A,Plant-D,Supplier-Beta,Front Bumper,Fitment Issue,4,14969,29,West
2024-03-25,SUV-A,Plant-B,Supplier-Delta,Door Trim,Noise,1,19491,27,East
2024-02-05,SUV-A,Plant-A,Supplier-Alpha,Door Trim,Noise,7,9558,13,West
2024-03-23,Utility-A,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Noise,7,21076,22,West
2024-06-11,Utility-A,Plant-D,Supplier-Delta,Dashboard Panel,Crack,3,20990,7,South
2024-08-01,SUV-A,Plant-B,Supplier-Gamma,Rear Bumper,Noise,7,16301,7,South
2024-08-08,Utility-A,Plant-C,Supplier-Gamma,Rear Bumper,Surface Damage,1,3691,29,East
2024-11-13,SUV-B,Plant-D,Supplier-Beta,Fender Cladding,Crack,7,12704,14,South
2024-11-14,Utility-A,Plant-A,Supplier-Delta,Door Trim,Noise,2,13729,2,West
2024-04-28,Utility-A,Plant-D,Supplier-Alpha,Rear Bumper,Noise,4,5155,7,East
2024-03-16,SUV-A,Plant-D,Supplier-Beta,Rear Bumper,Surface Damage,4,20817,17,East
2024-03-09,Utility-A,Plant-A,Supplier-Delta,Dashboard Panel,Material Failure,7,23009,33,East
2024-04-03,SUV-B,Plant-C,Supplier-Alpha,Rear Bumper,Noise,1,17894,22,South
2024-11-14,Utility-A,Plant-D,Supplier-Gamma,Rear Bumper,Fitment Issue,2,8942,14,West
2024-11-12,SUV-B,Plant-C,Supplier-Gamma,Wheel Arch Cladding,Noise,6,21838,1,South
2024-12-20,Utility-A,Plant-C,Supplier-Alpha,Door Trim,Crack,2,6756,8,East
2024-10-19,Offroad-A,Plant-A,Supplier-Gamma,Rear Bumper,Crack,4,10857,8,East
2024-09-10,Utility-A,Plant-D,Supplier-Gamma,Wheel Arch Cladding,Noise,5,7168,29,South
2024-01-04,SUV-B,Plant-D,Supplier-Alpha,Front Bumper,Crack,7,2122,17,West
2024-02-25,SUV-B,Plant-C,Supplier-Gamma,Fender Cladding,Fitment Issue,2,23335,27,East
2024-02-12,SUV-B,Plant-D,Supplier-Alpha,Wheel Arch Cladding,Noise,1,9523,8,North
2024-10-03,SUV-A,Plant-C,Supplier-Delta,Fender Cladding,Fitment Issue,7,17219,6,North
2024-02-27,SUV-B,Plant-A,Supplier-Beta,Fender Cladding,Surface Damage,6,7667,30,West
2024-09-06,Utility-A,Plant-A,Supplier-Delta,Front Bumper,Material Failure,3,15737,23,West
2024-05-23,Offroad-A,Plant-A,Supplier-Alpha,Front Bumper,Surface Damage,5,10121,15,South
2024-11-04,SUV-B,Plant-C,Supplier-Beta,Front Bumper,Noise,1,22591,14,North
2024-01-18,SUV-A,Plant-D,Supplier-Delta,Wheel Arch Cladding,Material Failure,1,22718,27,South
2024-11-08,Utility-A,Plant-D,Supplier-Alpha,Front Bumper,Noise,6,18737,3,North
2024-12-16,SUV-B,Plant-B,Supplier-Alpha,Dashboard Panel,Material Failure,5,21254,12,South
2024-06-14,SUV-A,Plant-B,Supplier-Delta,Rear Bumper,Noise,7,2176,3,North
2024-02-01,SUV-A,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Material Failure,6,21572,1,South
2024-04-21,SUV-A,Plant-D,Supplier-Alpha,Door Trim,Fitment Issue,3,4968,17,West
2024-08-12,SUV-B,Plant-C,Supplier-Delta,Front Bumper,Crack,5,4247,18,North
2024-10-01,SUV-B,Plant-C,Supplier-Alpha,Wheel Arch Cladding,Noise,4,21015,10,East
2024-12-05,SUV-B,Plant-C,Supplier-Delta,Front Bumper,Surface Damage,1,7805,12,South
2024-10-30,Offroad-A,Plant-D,Supplier-Beta,Fender Cladding,Surface Damage,4,22947,17,East
2024-03-14,Offroad-A,Plant-D,Supplier-Gamma,Rear Bumper,Noise,4,12537,22,South
2024-06-02,Utility-A,Plant-A,Supplier-Alpha,Fender Cladding,Fitment Issue,4,13345,14,West
2024-04-19,Utility-A,Plant-B,Supplier-Beta,Front Bumper,Noise,3,5007,8,South
2024-12-03,SUV-A,Plant-D,Supplier-Beta,Wheel Arch Cladding,Material Failure,6,2544,17,South
2024-06-21,Offroad-A,Plant-C,Supplier-Alpha,Dashboard Panel,Crack,1,8694,15,East
2024-09-27,SUV-B,Plant-D,Supplier-Delta,Rear Bumper,Fitment Issue,4,13141,6,South
2024-05-25,Utility-A,Plant-B,Supplier-Alpha,Fender Cladding,Crack,4,12630,7,West
2024-10-13,SUV-B,Plant-B,Supplier-Delta,Rear Bumper,Surface Damage,4,16253,32,South
2024-04-11,SUV-B,Plant-C,Supplier-Alpha,Rear Bumper,Crack,2,21010,9,West
2024-01-15,Offroad-A,Plant-A,Supplier-Beta,Front Bumper,Crack,1,9476,20,West
2024-09-05,Utility-A,Plant-B,Supplier-Alpha,Rear Bumper,Noise,4,20910,2,South
2024-03-05,SUV-A,Plant-B,Supplier-Alpha,Door Trim,Surface Damage,3,16142,18,West
2024-12-26,Utility-A,Plant-B,Supplier-Gamma,Door Trim,Crack,7,9143,2,North
2024-06-22,Utility-A,Plant-B,Supplier-Beta,Fender Cladding,Material Failure,2,11126,15,East
2024-11-26,Utility-A,Plant-B,Supplier-Alpha,Fender Cladding,Crack,2,2913,11,South
2024-12-23,Offroad-A,Plant-D,Supplier-Beta,Dashboard Panel,Noise,6,5931,3,East
2024-01-30,Utility-A,Plant-C,Supplier-Delta,Wheel Arch Cladding,Fitment Issue,5,6218,9,West
2024-02-10,SUV-A,Plant-D,Supplier-Alpha,Front Bumper,Fitment Issue,3,17982,23,East
2024-03-07,Utility-A,Plant-A,Supplier-Alpha,Fender Cladding,Fitment Issue,5,9845,10,North
2024-09-29,SUV-B,Plant-B,Supplier-Beta,Wheel Arch Cladding,Material Failure,2,11366,24,East
2024-01-26,SUV-A,Plant-A,Supplier-Beta,Dashboard Panel,Crack,5,3724,32,North
2024-04-27,Utility-A,Plant-A,Supplier-Beta,Fender Cladding,Surface Damage,6,13551,4,East
2024-11-24,Offroad-A,Plant-C,Supplier-Beta,Wheel Arch Cladding,Crack,5,2485,7,North
2024-07-27,Offroad-A,Plant-D,Supplier-Gamma,Front Bumper,Fitment Issue,5,5978,29,North
2024-12-22,Offroad-A,Plant-A,Supplier-Beta,Front Bumper,Fitment Issue,4,9723,29,East
2024-09-04,SUV-B,Plant-A,Supplier-Alpha,Fender Cladding,Surface Damage,2,11445,9,East
2024-04-04,SUV-B,Plant-A,Supplier-Alpha,Door Trim,Crack,5,22262,2,South
2024-11-09,Offroad-A,Plant-A,Supplier-Delta,Rear Bumper,Fitment Issue,6,5652,3,North
2024-04-04,SUV-B,Plant-B,Supplier-Beta,Fender Cladding,Surface Damage,3,24900,28,East
2024-04-11,Utility-A,Plant-C,Supplier-Beta,Wheel Arch Cladding,Noise,4,18857,20,South
2024-08-01,Utility-A,Plant-C,Supplier-Beta,Front Bumper,Fitment Issue,2,19261,4,East
2024-05-10,Offroad-A,Plant-C,Supplier-Beta,Fender Cladding,Noise,2,7243,30,West
2024-05-11,SUV-A,Plant-A,Supplier-Beta,Front Bumper,Crack,7,20138,31,North
2024-04-11,Utility-A,Plant-A,Supplier-Alpha,Fender Cladding,Material Failure,1,20694,22,South
2024-02-26,SUV-A,Plant-B,Supplier-Gamma,Front Bumper,Crack,2,7474,9,East
2024-07-11,SUV-B,Plant-A,Supplier-Delta,Door Trim,Material Failure,5,19569,9,South
2024-09-11,SUV-B,Plant-D,Supplier-Beta,Wheel Arch Cladding,Surface Damage,1,13547,31,East
2024-06-10,Utility-A,Plant-D,Supplier-Beta,Fender Cladding,Material Failure,2,5554,16,East
2024-02-01,Utility-A,Plant-A,Supplier-Beta,Front Bumper,Surface Damage,4,3540,35,North
2024-06-20,SUV-B,Plant-D,Supplier-Beta,Fender Cladding,Fitment Issue,2,13406,22,West
2024-04-06,SUV-B,Plant-D,Supplier-Gamma,Wheel Arch Cladding,Crack,6,13680,31,West
2024-05-18,SUV-A,Plant-C,Supplier-Gamma,Fender Cladding,Surface Damage,6,10155,13,South
2024-10-18,Utility-A,Plant-A,Supplier-Alpha,Rear Bumper,Crack,7,12267,28,East
2024-05-20,Offroad-A,Plant-C,Supplier-Delta,Front Bumper,Crack,4,3875,7,East
2024-11-08,Offroad-A,Plant-D,Supplier-Beta,Wheel Arch Cladding,Surface Damage,2,18974,25,South
2024-06-01,SUV-B,Plant-C,Supplier-Beta,Dashboard Panel,Surface Damage,7,19108,1,South
2024-07-16,Offroad-A,Plant-D,Supplier-Alpha,Door Trim,Material Failure,2,22799,35,South
2024-12-11,SUV-B,Plant-C,Supplier-Delta,Rear Bumper,Fitment Issue,5,7736,11,South
2024-05-11,Offroad-A,Plant-A,Supplier-Delta,Fender Cladding,Fitment Issue,2,6122,34,North
2024-12-30,SUV-B,Plant-D,Supplier-Alpha,Dashboard Panel,Noise,5,19070,18,North
2024-01-26,SUV-B,Plant-A,Supplier-Beta,Fender Cladding,Material Failure,7,16924,31,West
2024-09-25,Offroad-A,Plant-B,Supplier-Gamma,Rear Bumper,Material Failure,1,4740,16,West
2024-03-12,Utility-A,Plant-D,Supplier-Alpha,Door Trim,Crack,7,8577,30,North
2024-10-29,SUV-B,Plant-C,Supplier-Beta,Door Trim,Crack,2,24826,25,South
2024-07-26,Offroad-A,Plant-B,Supplier-Beta,Fender Cladding,Surface Damage,6,15096,28,West
2024-06-18,Utility-A,Plant-A,Supplier-Beta,Fender Cladding,Noise,5,19710,24,North
2024-08-18,SUV-A,Plant-A,Supplier-Alpha,Door Trim,Crack,4,6140,34,East
2024-10-13,SUV-B,Plant-A,Supplier-Alpha,Door Trim,Material Failure,1,7105,21,North
2024-06-16,SUV-B,Plant-B,Supplier-Alpha,Door Trim,Noise,1,3116,11,East
2024-08-02,SUV-A,Plant-D,Supplier-Beta,Dashboard Panel,Material Failure,4,5581,27,West
2024-04-25,SUV-B,Plant-D,Supplier-Alpha,Fender Cladding,Material Failure,1,10155,9,East
2024-05-23,SUV-A,Plant-A,Supplier-Beta,Front Bumper,Material Failure,4,8354,16,North
2024-11-07,Offroad-A,Plant-A,Supplier-Gamma,Rear Bumper,Fitment Issue,3,13040,11,East
2024-11-25,SUV-A,Plant-A,Supplier-Gamma,Door Trim,Material Failure,7,11667,14,East
2024-02-05,Utility-A,Plant-B,Supplier-Gamma,Fender Cladding,Fitment Issue,5,8394,15,North
2024-08-10,Offroad-A,Plant-B,Supplier-Delta,Wheel Arch Cladding,Crack,2,15810,22,West
2024-08-23,SUV-A,Plant-A,Supplier-Delta,Fender Cladding,Material Failure,1,23684,22,West
2024-12-17,Utility-A,Plant-C,Supplier-Alpha,Front Bumper,Surface Damage,7,2921,25,West
2024-12-01,SUV-A,Plant-D,Supplier-Delta,Front Bumper,Surface Damage,3,10518,22,East
2024-07-02,Utility-A,Plant-B,Supplier-Beta,Dashboard Panel,Fitment Issue,4,7034,3,North
2024-08-29,SUV-A,Plant-D,Supplier-Delta,Door Trim,Fitment Issue,2,15401,30,West
2024-10-30,SUV-B,Plant-B,Supplier-Alpha,Rear Bumper,Noise,4,2719,1,South
2024-07-26,Utility-A,Plant-C,Supplier-Gamma,Fender Cladding,Material Failure,4,15325,3,South
2024-02-27,SUV-B,Plant-B,Supplier-Beta,Rear Bumper,Material Failure,7,20354,17,East
2024-09-27,SUV-B,Plant-D,Supplier-Gamma,Wheel Arch Cladding,Material Failure,4,15515,33,East
2024-05-28,Utility-A,Plant-C,Supplier-Beta,Rear Bumper,Material Failure,1,7420,13,East
2024-03-04,SUV-B,Plant-C,Supplier-Alpha,Rear Bumper,Noise,3,16714,8,North
2024-05-14,Offroad-A,Plant-C,Supplier-Beta,Door Trim,Crack,1,2906,32,West
2024-11-03,SUV-A,Plant-C,Supplier-Delta,Wheel Arch Cladding,Fitment Issue,2,16754,26,South
2024-01-19,Utility-A,Plant-D,Supplier-Gamma,Dashboard Panel,Fitment Issue,3,12655,6,South
2024-03-26,Offroad-A,Plant-C,Supplier-Beta,Front Bumper,Surface Damage,2,8833,12,South
2024-06-22,Utility-A,Plant-D,Supplier-Delta,Rear Bumper,Material Failure,1,8688,8,South
2024-02-07,SUV-A,Plant-B,Supplier-Beta,Wheel Arch Cladding,Fitment Issue,6,13588,29,East
2024-05-20,Utility-A,Plant-D,Supplier-Delta,Wheel Arch Cladding,Surface Damage,5,15600,20,South
2024-10-26,SUV-A,Plant-A,Supplier-Delta,Front Bumper,Noise,5,2833,13,South
2024-07-17,Offroad-A,Plant-C,Supplier-Delta,Door Trim,Surface Damage,7,16112,8,East
2024-02-04,Utility-A,Plant-D,Supplier-Gamma,Wheel Arch Cladding,Material Failure,7,5833,18,East
2024-05-10,SUV-A,Plant-B,Supplier-Gamma,Front Bumper,Surface Damage,3,17079,26,North
2024-08-14,SUV-B,Plant-A,Supplier-Gamma,Fender Cladding,Material Failure,5,3164,20,West
2024-05-23,SUV-B,Plant-A,Supplier-Delta,Wheel Arch Cladding,Noise,4,6870,33,West
2024-05-23,Offroad-A,Plant-B,Supplier-Gamma,Fender Cladding,Noise,5,10226,8,East
2024-07-12,Offroad-A,Plant-A,Supplier-Beta,Fender Cladding,Noise,5,20706,12,South
2024-12-23,Offroad-A,Plant-A,Supplier-Delta,Wheel Arch Cladding,Surface Damage,4,23089,2,South
2024-12-02,SUV-B,Plant-D,Supplier-Beta,Front Bumper,Material Failure,4,23153,16,South
2024-06-14,SUV-A,Plant-C,Supplier-Gamma,Fender Cladding,Fitment Issue,2,9065,11,North
